115,1979-07-06 00:00:00
116,1979-07-20 00:00:00
117,1979-10-05 00:00:00
118,1979-12-20 00:00:00
118,1980-01-07 00:00:00
119,1980-02-07 00:00:00
120,1980-04-02 00:00:00
121,1980-05-08 00:00:00
122,1980-07-08 00:00:00
123,1980-09-02 00:00:00
124,1980-11-02 00:00:00
125,1980-12-13 00:00:00
126,1981-02-05 00:00:00
127,1981-04-25 00:00:00
128,1981-05-23 00:00:00
128,1981-06-24 00:00:00
129,1981-09-22 00:00:00
130,1981-09-25 00:00:00
131,1981-10-21 00:00:00
132,1981-10-27 00:00:00
133,1981-11-19 00:00:00
134,1981-12-01 00:00:00
135,1982-01-05 00:00:00
135,1982-01-06 00:00:00
136,1982-03-09 00:00:00
137,1982-05-03 00:00:00
138,1982-05-16 00:00:00
139,1982-08-07 00:00:00
140,1982-09-20 00:00:00
141,1982-10-17 00:00:00
142,1982-11-04 00:00:00
143,1982-12-08 00:00:00
144,1983-04-06 00:00:00
145,1983-04-18 00:00:00
146,1983-05-16 00:00:00
147,1983-05-25 00:00:00
148,1983-06-05 00:00:00
149,1983-07-19 00:00:00
150,1983-09-06 00:00:00
151,1983-10-13 00:00:00
152,1984-02-09 00:00:00
153,1984-04-16 00:00:00
154,1984-04-24 00:00:00
155,1984-05-31 00:00:00
156,1984-06-18 00:00:00
157,1984-07-15 00:00:00
157,1984-07-17 00:00:00
158,1984-09-13 00:00:00
159,1985-01-09 00:00:00
160,1985-06-11 00:00:00
161,1985-09-14 00:00:00
162,1985-10-26 00:00:00
163,1985-11-25 00:00:00
164,1985-12-11 00:00:00
165,1986-04-30 00:00:00
166,1986-08-04 00:00:00
167,1986-12-08 00:00:00
168,1987-02-01 00:00:00
169,1987-02-18 00:00:00
170,1987-03-15 00:00:00
171,1987-04-20 00:00:00
172,1987-07-08 00:00:00
173,1988-01-16 00:00:00
174,1988-04-06 00:00:00
175,1988-05-04 00:00:00
176,1988-05-09 00:00:00
177,1988-05-12 00:00:00
178,1988-06-21 00:00:00
178,1988-06-26 00:00:00
179,1988-08-02 00:00:00
180,1988-08-30 00:00:00
180,1988-09-03 00:00:00
181,1988-10-23 00:00:00
182,1989-01-04 00:00:00
182,1989-01-14 00:00:00
183,1989-01-30 00:00:00
184,1989-02-22 00:00:00
184,1989-03-18 00:00:00
185,1989-03-05 00:00:00
186,1989-03-10 00:00:00
187,1989-05-14 00:00:00
187,1989-05-27 00:00:00
188,1989-07-31 00:00:00
189,1989-09-06 00:00:00
190,1989-09-20 00:00:00
191,1989-11-19 00:00:00
192,1989-12-18 00:00:00
192,1990-01-13 00:00:00
193,1990-03-17 00:00:00
194,1990-06-04 00:00:00
195,1990-06-20 00:00:00
196,1990-06-27 00:00:00
197,1990-07-10 00:00:00
197,1990-07-15 00:00:00
197,1991-01-29 00:00:00
197,1991-02-04 00:00:00
198,1990-07-21 00:00:00
199,1990-08-26 00:00:00
200,1990-10-14 00:00:00
201,1990-11-05 00:00:00
202,1991-02-16 00:00:00
203,1991-03-06 00:00:00
203,1991-04-10 00:00:00
204,1991-05-05 00:00:00
205,1991-08-14 00:00:00
205,1991-08-18 00:00:00
206,1991-09-07 00:00:00
206,1991-10-09 00:00:00
206,1991-12-01 00:00:00
206,1992-01-29 00:00:00
207,1991-09-25 00:00:00
208,1991-12-02 00:00:00
209,1992-03-28 00:00:00
209,1992-05-06 00:00:00
210,1992-06-09 00:00:00
211,1992-07-26 00:00:00
212,1992-08-25 00:00:00
212,1992-09-02 00:00:00
212,1992-09-13 00:00:00
213,1992-09-24 00:00:00
214,1992-09-30 00:00:00
214,1992-10-04 00:00:00
214,1992-10-19 00:00:00
215,1992-12-23 00:00:00
216,1993-01-05 00:00:00
217,1993-01-12 00:00:00
218,1993-02-24 00:00:00
218,1993-02-25 00:00:00
219,1993-04-25 00:00:00
220,1993-06-21 00:00:00
221,1993-07-05 00:00:00
222,1993-08-02 00:00:00
223,1993-08-05 00:00:00
223,1993-08-08 00:00:00
224,1993-09-07 00:00:00
224,1993-09-13 00:00:00
225,1993-10-17 00:00:00
225,1993-10-27 00:00:00
226,1993-11-21 00:00:00
227,1994-03-09 00:00:00
227,1994-04-11 00:00:00
228,1994-04-21 00:00:00
229,1994-05-26 00:00:00
230,1994-06-27 00:00:00
231,1994-07-06 00:00:00
232,1994-07-19 00:00:00
232,1995-01-01 00:00:00
233,1994-11-08 00:00:00
234,1995-01-19 00:00:00
235,1995-07-20 00:00:00
236,1995-08-31 00:00:00
236,1995-09-03 00:00:00
237,1995-11-08 00:00:00
238,1995-11-16 00:00:00
239,1996-01-16 00:00:00
240,1996-02-11 00:00:00
240,1996-03-07 00:00:00
241,1996-03-14 00:00:00
242,1996-04-16 00:00:00
243,1996-05-08 00:00:00
244,1996-07-24 00:00:00
244,1996-07-25 00:00:00
245,1996-09-09 00:00:00
246,1996-12-04 00:00:00
247,1996-12-22 00:00:00
247,1996-12-26 00:00:00
248,1996-12-31 00:00:00
249,1997-02-03 00:00:00
250,1997-03-10 00:00:00
251,1997-03-30 00:00:00
251,1997-04-01 00:00:00
252,1997-06-02 00:00:00
252,1997-06-03 00:00:00
252,1997-06-04 00:00:00
253,1997-07-13 00:00:00
253,1997-07-22 00:00:00
253,1997-07-27 00:00:00
254,1997-08-13 00:00:00
255,1997-08-26 00:00:00
256,1997-08-28 00:00:00
257,1997-09-17 00:00:00
258,1997-10-27 00:00:00
259,1997-11-13 00:00:00
260,1997-12-24 00:00:00
261,1998-01-11 00:00:00
261,1998-01-13 00:00:00
261,1998-01-15 00:00:00
262,1998-01-22 00:00:00
263,1998-02-12 00:00:00
263,1998-02-15 00:00:00
264,1998-02-26 00:00:00
265,1998-03-16 00:00:00
266,1998-05-07 00:00:00
267,1998-04-27 00:00:00
268,1998-09-09 00:00:00
269,1998-11-19 00:00:00
270,1998-12-28 00:00:00
271,1999-01-14 00:00:00
272,1999-02-07 00:00:00
273,1999-04-19 00:00:00
274,1999-04-22 00:00:00
275,1999-06-28 00:00:00
276,1999-07-06 00:00:00
277,1999-07-15 00:00:00
277,1999-07-18 00:00:00
278,1999-09-06 00:00:00
279,1999-09-23 00:00:00
280,1999-10-17 00:00:00
281,1999-10-28 00:00:00
282,1999-11-14 00:00:00
283,2000-02-09 00:00:00
284,2000-03-23 00:00:00
285,2000-06-01 00:00:00
286,2000-06-13 00:00:00
287,2000-07-06 00:00:00
288,2000-07-16 00:00:00
289,2000-09-05 00:00:00
290,2000-09-11 00:00:00
291,2000-10-31 00:00:00
292,2000-12-05 00:00:00
293,2001-01-04 00:00:00
294,2001-01-23 00:00:00
295,2001-02-08 00:00:00
296,2001-06-03 00:00:00
297,2001-06-21 00:00:00
298,2001-07-05 00:00:00
299,2001-08-09 00:00:00
300,2001-09-24 00:00:00
301,2001-10-08 00:00:00
302,2001-10-18 00:00:00
303,2001-12-23 00:00:00
304,2002-01-06 00:00:00
305,2002-01-16 00:00:00
306,2002-04-10 00:00:00
307,2002-07-20 00:00:00
308,2002-09-09 00:00:00
308,2002-09-10 00:00:00
309,2002-10-19 00:00:00
310,2002-11-10 00:00:00
311,2002-12-30 00:00:00
312,2003-02-03 00:00:00
313,2003-02-17 00:00:00
314,2003-03-08 00:00:00
315,2003-04-29 00:00:00
316,2003-05-13 00:00:00
317,2003-06-09 00:00:00
318,2003-08-17 00:00:00
319,2003-10-15 00:00:00
320,2003-10-28 00:00:00
321,2004-02-11 00:00:00
322,2004-02-22 00:00:00
323,2004-03-17 00:00:00
324,2004-06-02 00:00:00
325,2004-06-15 00:00:00
326,2004-07-14 00:00:00
327,2004-08-04 00:00:00
328,2004-08-18 00:00:00
329,2004-08-29 00:00:00
330,2004-09-28 00:00:00
331,2004-12-05 00:00:00
332,2004-12-14 00:00:00
333,2005-01-09 00:00:00
334,2005-02-19 00:00:00
335,2005-04-25 00:00:00
336,2005-06-20 00:00:00
337,2005-09-19 00:00:00
338,2005-09-28 00:00:00
339,2005-11-09 00:00:00
340,2005-12-24 00:00:00
341,2006-01-25 00:00:00
342,2006-03-20 00:00:00
343,2006-07-16 00:00:00
344,2006-07-29 00:00:00
345,2006-09-03 00:00:00
346,2006-10-04 00:00:00
347,2007-10-10 00:00:00
348,2006-11-15 00:00:00
349,2006-11-15 00:00:00
350,2007-12-29 00:00:00
351,2007-06-19 00:00:00
352,2007-09-12 00:00:00
353,2007-09-18 00:00:00
354,2007-12-05 00:00:00
355,2008-01-16 00:00:00
356,2008-04-21 00:00:00
357,2008-07-05 00:00:00
358,2008-06-15 00:00:00
359,2008-08-06 00:00:00
360,2008-09-23 00:00:00
361,2008-10-25 00:00:00
362,2008-12-23 00:00:00
363,2009-01-07 00:00:00
364,2009-03-23 00:00:00
365,2009-05-27 00:00:00
366,2009-07-12 00:00:00
367,2009-08-05 00:00:00
368,2009-08-16 00:00:00
369,2009-11-11 00:00:00
370,2010-02-08 00:00:00
371,2010-02-24 00:00:00
372,2010-03-22 00:00:00
373,2010-04-21 00:00:00
374,2010-05-19 00:00:00
375,2010-07-20 00:00:00
376,2010-08-09 00:00:00
377,2010-08-21 00:00:00
378,2010-08-25 00:00:00
379,2010-10-24 00:00:00
380,2010-11-24 00:00:00
381,2011-01-30 00:00:00
382,2011-02-01 00:00:00
383,2011-03-20 00:00:00
384,2011-05-14 00:00:00
385,2011-06-24 00:00:00
386,2011-07-24 00:00:00
387,2011-08-13 00:00:00
388,2011-10-26 00:00:00
389,2012-01-17 00:00:00
390,2012-03-10 00:00:00
391,0212-09-18 00:00:00
392,2012-10-01 00:00:00
393,2012-11-06 00:00:00
394,2012-11-15 00:00:00
395,2013-02-13 00:00:00
396,2013-02-20 00:00:00
397,2013-08-26 00:00:00
398,2013-09-01 00:00:00
399,2013-09-08 00:00:00
400,2013-10-01 00:00:00
401,2014-04-18 00:00:00
402,2014-04-29 00:00:00
403,2014-05-21 00:00:00
404,2014-08-24 00:00:00
405,2014-09-22 00:00:00
406,2014-09-29 00:00:00
407,2014-10-21 00:00:00
408,2014-12-02 00:00:00
409,2014-12-10 00:00:00
410,2015-01-24 00:00:00
411,2015-02-28 00:00:00
412,2015-03-22 00:00:00
413,2015-05-02 00:00:00
414,2015-06-14 00:00:00
415,2015-06-24 00:00:00
416,2015-07-11 00:00:00
417,2015-08-02 00:00:00
418,2015-08-11 00:00:00
419,2015-08-19 00:00:00
420,2015-09-02 00:00:00
421,2015-11-18 00:00:00
422,2016-02-08 00:00:00
423,2016-04-26 00:00:00
424,2016-07-18 00:00:00
425,2016-08-30 00:00:00
426,2016-09-03 00:00:00
427,2016-12-05 00:00:00
428,2017-01-17 00:00:00
429,2017-02-13 00:00:00
430,2017-02-22 00:00:00
431,2017-03-12 00:00:00
432,2017-05-23 00:00:00
433,2017-07-05 00:00:00
434,2017-07-25 00:00:00
435,2017-08-21 00:00:00
436,2017-11-06 00:00:00
437,2017-12-19 00:00:00
438,2018-03-18 00:00:00
439,2018-07-22 00:00:00
440,2018-08-01 00:00:00
441,2018-09-18 00:00:00
442,2018-11-28 00:00:00
443,2019-02-16 00:00:00
444,2019-05-28 00:00:00
445,2019-07-14 00:00:00
446,2019-08-18 00:00:00
447,2019-09-07 00:00:00
448,2019-10-12 00:00:00
449,2019-12-07 00:00:00
450,2019-12-18 00:00:00
451,2020-01-28 00:00:00
452,2020-02-19 00:00:00
453,2020-07-05 00:00:00
454,2020-08-10 00:00:00
455,2020-09-16 00:00:00
456,2020-11-11 00:00:00
457,2020-12-08 00:00:00
458,2021-01-04 00:00:00
459,2021-01-31 00:00:00
460,2021-02-28 00:00:00
461,2021-03-29 00:00:00
462,2021-04-13 00:00:00
463,2021-04-22 00:00:00
464,2021-05-11 00:00:00
465,2021-05-18 00:00:00
466,2021-06-22 00:00:00
467,2021-07-13 00:00:00
468,2021-07-28 00:00:00
469,2021-08-03 00:00:00
470,2021-09-07 00:00:00
471,2021-10-12 00:00:00
474,2022-01-11 00:00:00
475,2022-02-19 00:00:00
476,2022-03-16 00:00:00
480,2024-02-25 00:00:00
1064,1964-12-05 00:00:00
5671,1971-01-07 00:00:00
5771,1971-02-07 00:00:00
5771,1971-02-14 00:00:00
10049,1970-03-21 00:00:00
202090,1991-02-16 00:00:00
203090,1991-03-06 00:00:00
203090,1991-04-10 00:00:00
203096,2024-05-18 00:00:00
240356,2024-07-10 00:00:00
